ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title
ILMN_3240754,3.38E-01,2.08E-01,-1.26646,-5.75426,-0.133107,NA,,
ILMN_1701749,3.38E-01,2.08E-01,1.265896,-5.75496,0.0857766,163644320,UQCRFS1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
ILMN_1698367,3.39E-01,2.09E-01,1.26495,-5.75612,0.1948563,296434282,CD84,CD84 molecule
ILMN_3294213,3.39E-01,2.09E-01,-1.264361,-5.75685,-0.1524997,NA,,
ILMN_3297455,3.39E-01,2.09E-01,1.264354,-5.75686,0.142136,223029452,OIP5-AS1,OIP5 antisense RNA 1
ILMN_1773247,3.39E-01,2.09E-01,-1.26434,-5.75687,-0.1177814,339275840,ZNF410,zinc finger protein 410
ILMN_1664956,3.39E-01,2.09E-01,-1.264158,-5.7571,-0.0951638,46370096,SSU72,"SSU72 homolog, RNA polymerase II CTD phosphatase"
ILMN_1701837,3.39E-01,2.09E-01,1.263778,-5.75757,0.2702343,239835719,KLHL2,kelch like family member 2
ILMN_3228688,3.39E-01,2.09E-01,-1.262941,-5.75859,-0.130422,NA,,
ILMN_2368530,3.4E-01,2.09E-01,1.262585,-5.75903,0.2164435,61658633,IL32,interleukin 32
ILMN_2262444,3.4E-01,2.1E-01,-1.262415,-5.75924,-0.2220308,NA,,
ILMN_1809010,3.4E-01,2.1E-01,-1.262286,-5.7594,-0.1038749,133987588,PSMC3,"proteasome 26S subunit, ATPase 3"
ILMN_1671207,3.4E-01,2.1E-01,-1.262094,-5.75964,-0.1152244,46852146,IARS2,"isoleucyl-tRNA synthetase 2, mitochondrial"
ILMN_1770733,3.4E-01,2.1E-01,-1.261899,-5.75988,-0.0817644,554790365,RIC8A,RIC8 guanine nucleotide exchange factor A
ILMN_2106658,3.4E-01,2.1E-01,-1.261842,-5.75995,-0.138941,1004350212,BLZF1,basic leucine zipper nuclear factor 1
ILMN_1715482,3.4E-01,2.1E-01,1.261557,-5.7603,0.2055329,217330556,ULK2,unc-51 like autophagy activating kinase 2
ILMN_1666156,3.41E-01,2.11E-01,1.259145,-5.76326,0.123402,215490016,MORF4L2,mortality factor 4 like 2
ILMN_2264681,3.42E-01,2.11E-01,1.258573,-5.76396,0.2160491,344030194,LETMD1,LETM1 domain containing 1
ILMN_1726108,3.42E-01,2.11E-01,1.258025,-5.76463,0.1160744,339895778,CERS2,ceramide synthase 2
ILMN_1788024,3.42E-01,2.11E-01,-1.257859,-5.76483,-0.1111558,1002341827,PCID2,PCI domain containing 2
ILMN_3215712,3.42E-01,2.11E-01,-1.257858,-5.76484,-0.1360855,NA,,
ILMN_2155228,3.42E-01,2.11E-01,-1.257798,-5.76491,-0.11757,156142185,CRLF3,cytokine receptor like factor 3
ILMN_1678808,3.42E-01,2.11E-01,-1.257413,-5.76538,-0.154791,335057541,ATG14,autophagy related 14
ILMN_2366041,3.42E-01,2.11E-01,-1.257329,-5.76548,-0.1678033,564730572,ITM2C,integral membrane protein 2C
ILMN_1717490,3.42E-01,2.12E-01,1.256374,-5.76665,0.1897882,992319632,RPL6,ribosomal protein L6
ILMN_2363106,3.43E-01,2.12E-01,1.256158,-5.76692,0.0938607,116734697,RBM23,RNA binding motif protein 23
ILMN_1733523,3.43E-01,2.12E-01,1.255954,-5.76717,0.1959137,160707983,NAA16,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit"
ILMN_3266606,3.43E-01,2.12E-01,1.255812,-5.76734,0.2756989,NA,,
ILMN_1873300,3.43E-01,2.12E-01,1.255223,-5.76806,0.1774026,15932758,,
ILMN_1670817,3.43E-01,2.12E-01,-1.25464,-5.76877,-0.1246738,961460524,GRPEL1,"GrpE like 1, mitochondrial"
ILMN_1664398,3.43E-01,2.12E-01,1.254531,-5.76891,0.24152,NA,,
ILMN_1706935,3.43E-01,2.12E-01,-1.254327,-5.76916,-0.2411778,319655555,CCDC136,coiled-coil domain containing 136
ILMN_1660900,3.43E-01,2.13E-01,1.254072,-5.76947,0.1731684,95007008,SNORA7B,"small nucleolar RNA, H/ACA box 7B"
ILMN_1668039,3.43E-01,2.13E-01,-1.253968,-5.76959,-0.1920491,375268686,GYPC,glycophorin C (Gerbich blood group)
ILMN_1756898,3.44E-01,2.13E-01,-1.253347,-5.77035,-0.1091045,305855066,COQ9,coenzyme Q9
ILMN_1720430,3.44E-01,2.13E-01,1.253322,-5.77038,0.2013317,34147371,PPDPF,pancreatic progenitor cell differentiation and proliferation factor
ILMN_1747630,3.44E-01,2.13E-01,-1.252871,-5.77093,-0.1889119,110349790,DEK,DEK proto-oncogene
ILMN_2356068,3.44E-01,2.13E-01,-1.252754,-5.77108,-0.1167199,281427101,CDK13,cyclin dependent kinase 13
ILMN_1663313,3.44E-01,2.13E-01,1.252294,-5.77164,0.1410477,56549663,AMY1C,"amylase, alpha 1C (salivary)"
ILMN_1733875,3.45E-01,2.14E-01,1.251461,-5.77265,0.1267661,1008909318,RUNDC1,RUN domain containing 1
ILMN_1671933,3.45E-01,2.14E-01,1.251253,-5.77291,0.221275,499590362,CLCC1,chloride channel CLIC like 1
ILMN_2363439,3.45E-01,2.14E-01,1.251201,-5.77297,0.2385927,116805328,RYK,receptor-like tyrosine kinase
ILMN_1789244,3.45E-01,2.14E-01,-1.251183,-5.77299,-0.2112655,574957188,SOX8,SRY-box 8
ILMN_1659777,3.45E-01,2.14E-01,1.250798,-5.77346,0.1970798,365733603,RUFY1,RUN and FYVE domain containing 1
ILMN_1704446,3.45E-01,2.14E-01,1.249812,-5.77466,0.3170577,141802548,SLC6A10P,"solute carrier family 6 member 10, pseudogene"
ILMN_1743770,3.46E-01,2.15E-01,1.24777,-5.77715,0.1035562,NA,,
ILMN_1661593,3.46E-01,2.15E-01,1.247684,-5.77725,0.1454829,948284270,TVP23B,trans-golgi network vesicle protein 23 homolog B (S. cerevisiae)
ILMN_1765701,3.46E-01,2.15E-01,1.247598,-5.77736,0.2158937,NA,,
ILMN_2150258,3.47E-01,2.15E-01,1.247181,-5.77786,0.1538971,188536101,ZFP36L2,ZFP36 ring finger protein like 2
ILMN_1782331,3.47E-01,2.15E-01,1.247178,-5.77787,0.1702424,197927092,TDG,thymine DNA glycosylase
ILMN_2063925,3.47E-01,2.15E-01,1.246891,-5.77821,0.1107434,527498274,CTNNBL1,catenin beta like 1
ILMN_1800871,3.47E-01,2.15E-01,1.246868,-5.77824,0.14625,38679893,RAB6A,"RAB6A, member RAS oncogene family"
ILMN_3265143,3.47E-01,2.15E-01,-1.246636,-5.77853,-0.1643262,NA,,
ILMN_3242572,3.47E-01,2.15E-01,1.246513,-5.77867,0.3433316,NA,,
ILMN_1659189,3.47E-01,2.15E-01,1.246121,-5.77915,0.1433334,966751386,CARD19,caspase recruitment domain family member 19
ILMN_1782504,3.47E-01,2.16E-01,-1.245673,-5.77969,-0.1223805,557786089,MTERF3,mitochondrial transcription termination factor 3
ILMN_2352563,3.47E-01,2.16E-01,1.24557,-5.77982,0.1312133,93588613,CLDND1,claudin domain containing 1
ILMN_2403228,3.47E-01,2.16E-01,1.24533,-5.78011,0.3324343,189181662,CLEC12A,C-type lectin domain family 12 member A
ILMN_1744023,3.47E-01,2.16E-01,-1.245306,-5.78014,-0.1614121,NA,,
ILMN_1651832,3.48E-01,2.16E-01,-1.244709,-5.78086,-0.1092033,540344516,EHD1,EH domain containing 1
ILMN_1788053,3.48E-01,2.16E-01,-1.24464,-5.78095,-0.1218916,383792160,SLC25A12,solute carrier family 25 member 12
ILMN_1745447,3.48E-01,2.16E-01,-1.244582,-5.78102,-0.1705511,110347462,HIVEP2,human immunodeficiency virus type I enhancer binding protein 2
ILMN_1762766,3.48E-01,2.16E-01,1.244183,-5.7815,0.0957586,125987582,PTPRA,"protein tyrosine phosphatase, receptor type A"
ILMN_1729167,3.48E-01,2.16E-01,-1.243842,-5.78192,-0.1201793,111120335,EFL1,elongation factor like GTPase 1
ILMN_1809566,3.48E-01,2.16E-01,-1.243565,-5.78225,-0.2202935,1001624476,ZSCAN16,zinc finger and SCAN domain containing 16
ILMN_1676984,3.48E-01,2.17E-01,1.242836,-5.78313,0.1919187,304282232,DDIT3,DNA damage inducible transcript 3
ILMN_1784408,3.49E-01,2.17E-01,1.242414,-5.78364,0.188413,NA,,
ILMN_1782057,3.49E-01,2.17E-01,-1.241899,-5.78427,-0.134595,210032612,ATP8B2,ATPase phospholipid transporting 8B2
ILMN_1844464,3.49E-01,2.17E-01,-1.241693,-5.78452,-0.1467981,36748,,
ILMN_1736965,3.49E-01,2.17E-01,1.241678,-5.78454,0.2218507,205277444,SIGIRR,single Ig and TIR domain containing
ILMN_1688322,3.49E-01,2.17E-01,1.241502,-5.78475,0.2509692,594952022,ADIPOR1,adiponectin receptor 1
ILMN_1651886,3.49E-01,2.17E-01,1.241103,-5.78523,0.0957028,741866090,CWF19L1,"CWF19-like 1, cell cycle control (S. pombe)"
ILMN_2414848,3.49E-01,2.17E-01,-1.24083,-5.78556,-0.2021014,387912540,TBRG4,transforming growth factor beta regulator 4
ILMN_1731181,3.49E-01,2.17E-01,-1.240699,-5.78572,-0.135201,570359582,TEX2,testis expressed 2
ILMN_1710752,3.49E-01,2.18E-01,1.240321,-5.78618,0.1687794,558472820,NAPRT,nicotinate phosphoribosyltransferase
ILMN_1708502,3.5E-01,2.18E-01,1.239242,-5.78748,0.1184261,98985830,AFF4,AF4/FMR2 family member 4
ILMN_2388142,3.5E-01,2.18E-01,-1.239212,-5.78752,-0.1280155,296317365,CD99L2,CD99 molecule like 2
ILMN_1771651,3.5E-01,2.18E-01,1.238668,-5.78817,0.1728379,557786088,MON1B,"MON1 homolog B, secretory trafficking associated"
ILMN_1795341,3.5E-01,2.18E-01,-1.238482,-5.7884,-0.0827878,118582268,SRSF1,serine and arginine rich splicing factor 1
ILMN_1736077,3.5E-01,2.18E-01,-1.238416,-5.78848,-0.1832245,515869527,LIAS,lipoic acid synthetase
ILMN_1665554,3.51E-01,2.19E-01,-1.237613,-5.78945,-0.1411827,302058312,BRF2,"BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit"
ILMN_1658885,3.51E-01,2.19E-01,-1.237474,-5.78961,-0.0928453,218931250,DAGLB,diacylglycerol lipase beta
ILMN_1813846,3.51E-01,2.19E-01,1.236506,-5.79078,0.1457834,28416926,P2RX4,purinergic receptor P2X 4
ILMN_2191436,3.51E-01,2.19E-01,-1.236204,-5.79114,-0.2859839,291045203,POLA1,"DNA polymerase alpha 1, catalytic subunit"
ILMN_3231820,3.51E-01,2.19E-01,1.236202,-5.79115,0.1391564,119393886,SIVA1,SIVA1 apoptosis inducing factor
ILMN_2333107,3.52E-01,2.19E-01,1.235729,-5.79172,0.1888811,39812026,AES,amino-terminal enhancer of split
ILMN_1688373,3.52E-01,2.19E-01,1.235408,-5.7921,0.1730699,262118327,LST1,leukocyte specific transcript 1
ILMN_1651610,3.52E-01,2.2E-01,-1.233997,-5.7938,-0.2559261,NA,,
ILMN_1713086,3.53E-01,2.2E-01,1.232933,-5.79508,0.0878516,157688562,RPL27A,ribosomal protein L27a
ILMN_1655864,3.54E-01,2.21E-01,1.231977,-5.79623,0.3059085,NA,,
ILMN_1690139,3.54E-01,2.21E-01,-1.231378,-5.79695,-0.2104319,NA,,
ILMN_1705686,3.54E-01,2.21E-01,-1.230376,-5.79815,-0.2719832,187131237,NRGN,neurogranin
ILMN_1683811,3.54E-01,2.21E-01,1.230281,-5.79826,0.1148409,300794233,TNPO3,transportin 3
ILMN_1778374,3.55E-01,2.22E-01,1.228793,-5.80005,0.2934519,383087756,BSG,basigin (Ok blood group)
ILMN_1671583,3.55E-01,2.22E-01,1.228424,-5.80049,0.2052425,223468619,MKRN1,makorin ring finger protein 1
ILMN_1843100,3.55E-01,2.22E-01,1.228185,-5.80077,0.2934227,34978851,,
ILMN_1737157,3.55E-01,2.22E-01,1.228139,-5.80083,0.1343184,987996504,GRAMD1A,GRAM domain containing 1A
ILMN_1711766,3.56E-01,2.22E-01,-1.227789,-5.80125,-0.082541,160420325,SKP1,S-phase kinase-associated protein 1
ILMN_1777526,3.56E-01,2.22E-01,-1.227534,-5.80155,-0.1085995,768711645,MED20,mediator complex subunit 20
ILMN_1672660,3.56E-01,2.23E-01,-1.226917,-5.80229,-0.0987154,68509937,MBP,myelin basic protein
ILMN_1680353,3.56E-01,2.23E-01,1.226898,-5.80231,0.0868083,339276049,NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
ILMN_1692760,3.56E-01,2.23E-01,-1.226455,-5.80284,-0.1825092,189011557,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
ILMN_1660533,3.56E-01,2.23E-01,1.226332,-5.80299,0.1109316,62739176,RPN1,ribophorin I
ILMN_1679495,3.56E-01,2.23E-01,-1.226212,-5.80313,-0.18058,656214623,ULK3,unc-51 like kinase 3
ILMN_1686805,3.56E-01,2.23E-01,1.225847,-5.80357,0.1477321,358356430,CRK,"CRK proto-oncogene, adaptor protein"
ILMN_1805778,3.57E-01,2.23E-01,1.225347,-5.80417,0.1891331,118722348,RBM12B,RNA binding motif protein 12B
ILMN_2175474,3.57E-01,2.23E-01,-1.225129,-5.80443,-0.0927835,688955032,MTRF1L,mitochondrial translational release factor 1 like
ILMN_1864900,3.57E-01,2.23E-01,1.224974,-5.80461,0.2552885,732170678,MIAT,myocardial infarction associated transcript (non-protein coding)
ILMN_2343010,3.57E-01,2.23E-01,1.224939,-5.80466,0.1271983,78486585,BOLA3,bolA family member 3
ILMN_1678957,3.57E-01,2.23E-01,-1.224842,-5.80477,-0.1646254,144953910,WDR55,WD repeat domain 55
ILMN_1770673,3.57E-01,2.23E-01,-1.224642,-5.80501,-0.0948939,964749517,AKNA,AT-hook transcription factor
ILMN_2285213,3.57E-01,2.23E-01,1.224507,-5.80517,0.3096789,88501732,DNAJB2,DnaJ heat shock protein family (Hsp40) member B2
ILMN_1671221,3.57E-01,2.23E-01,1.224462,-5.80523,0.0994338,662236797,GAPVD1,GTPase activating protein and VPS9 domains 1
ILMN_1712386,3.57E-01,2.23E-01,1.224407,-5.80529,0.2027023,45827699,MIS18A,MIS18 kinetochore protein A
ILMN_1790472,3.57E-01,2.24E-01,-1.224396,-5.8053,-0.1064186,149274642,SLC25A28,solute carrier family 25 member 28
ILMN_1804571,3.57E-01,2.24E-01,1.223852,-5.80595,0.1198588,751368096,ZKSCAN4,zinc finger with KRAB and SCAN domains 4
ILMN_1766851,3.58E-01,2.24E-01,1.222578,-5.80747,0.1246762,375065836,TMEM126B,transmembrane protein 126B
ILMN_1737949,3.58E-01,2.24E-01,1.222411,-5.80767,0.1455988,189083756,GALNS,galactosamine (N-acetyl)-6-sulfatase
ILMN_1697959,3.58E-01,2.24E-01,-1.222053,-5.8081,-0.3403259,197304722,SLC35B4,solute carrier family 35 member B4
ILMN_1667925,3.58E-01,2.24E-01,1.22192,-5.80826,0.1350535,163310761,PDCL3,phosducin like 3
ILMN_1720865,3.58E-01,2.24E-01,-1.221763,-5.80844,-0.1595746,47132623,OSBPL7,oxysterol binding protein like 7
ILMN_1659857,3.58E-01,2.25E-01,1.221664,-5.80856,0.1967541,208973263,SNAP29,synaptosome associated protein 29
ILMN_1664577,3.58E-01,2.25E-01,1.221599,-5.80864,0.15155,576583529,DLD,dihydrolipoamide dehydrogenase
ILMN_1707858,3.58E-01,2.25E-01,1.221564,-5.80868,0.0951762,53759146,H2AFZ,H2A histone family member Z
ILMN_1701314,3.58E-01,2.25E-01,1.221562,-5.80868,0.1414762,NA,,
ILMN_1666634,3.58E-01,2.25E-01,1.221488,-5.80877,0.2705297,19528653,FAF1,Fas associated factor 1
ILMN_1694466,3.58E-01,2.25E-01,1.221041,-5.8093,0.0894087,57165426,ZBED1,zinc finger BED-type containing 1
ILMN_1752895,3.58E-01,2.25E-01,1.220981,-5.80937,0.1461828,296010812,STX8,syntaxin 8
ILMN_1782829,3.58E-01,2.25E-01,-1.220747,-5.80965,-0.1431276,163914391,GLTSCR1,glioma tumor suppressor candidate region gene 1
ILMN_1736190,3.59E-01,2.25E-01,1.220248,-5.81025,0.2738389,119220561,CYP4F3,cytochrome P450 family 4 subfamily F member 3
ILMN_1804522,3.59E-01,2.25E-01,1.220115,-5.8104,0.2123764,171906581,CCDC47,coiled-coil domain containing 47
ILMN_3212373,3.59E-01,2.25E-01,1.220085,-5.81044,0.1418996,NA,,
ILMN_1784630,3.59E-01,2.25E-01,-1.219789,-5.81079,-0.1528214,170763520,KBTBD11,kelch repeat and BTB domain containing 11
ILMN_2146566,3.59E-01,2.25E-01,-1.219706,-5.81089,-0.1333794,133922599,CLASRP,CLK4 associating serine/arginine rich protein
ILMN_1682572,3.59E-01,2.25E-01,-1.219494,-5.81114,-0.1057666,555290147,C2CD5,C2 calcium dependent domain containing 5
ILMN_1787026,3.59E-01,2.25E-01,1.219249,-5.81143,0.0905143,60279264,SEC61G,Sec61 translocon gamma subunit
ILMN_3248443,3.59E-01,2.26E-01,1.218671,-5.81212,0.1114257,82830392,SNHG6,small nucleolar RNA host gene 6
ILMN_1681590,3.59E-01,2.26E-01,1.218236,-5.81264,0.1082777,NA,,
ILMN_2393046,3.59E-01,2.26E-01,1.218207,-5.81267,0.1706156,401709923,NHLRC3,NHL repeat containing 3
ILMN_1750961,3.6E-01,2.26E-01,1.217387,-5.81365,0.2385541,222136595,TM6SF1,transmembrane 6 superfamily member 1
ILMN_1714159,3.6E-01,2.26E-01,-1.217291,-5.81376,-0.1110826,216548084,LUZP1,leucine zipper protein 1
ILMN_2217329,3.6E-01,2.26E-01,1.217158,-5.81392,0.1007916,1003701434,IAH1,isoamyl acetate-hydrolyzing esterase 1 homolog
ILMN_1821473,3.6E-01,2.26E-01,-1.216959,-5.81415,-0.2642515,10432832,,
ILMN_2089656,3.6E-01,2.26E-01,1.216492,-5.81471,0.1847189,300934753,DIEXF,digestive organ expansion factor homolog (zebrafish)
ILMN_3251232,3.6E-01,2.27E-01,-1.216085,-5.81519,-0.1954169,148922918,HMGN2,high mobility group nucleosomal binding domain 2
ILMN_1760718,3.6E-01,2.27E-01,-1.216061,-5.81522,-0.1190954,54607107,ZMIZ2,zinc finger MIZ-type containing 2
ILMN_1724493,3.6E-01,2.27E-01,1.215712,-5.81563,0.1405179,221139696,LYSMD2,LysM domain containing 2
ILMN_1737025,3.6E-01,2.27E-01,1.215634,-5.81573,0.0965109,221139708,PLCL2,phospholipase C like 2
ILMN_1728965,3.61E-01,2.27E-01,1.215233,-5.8162,0.1174249,131889390,C11orf57,chromosome 11 open reading frame 57
ILMN_1851299,3.61E-01,2.27E-01,1.214945,-5.81654,0.2191679,NA,,
ILMN_2382127,3.61E-01,2.27E-01,1.214741,-5.81678,0.2495213,351542244,PPFIA1,PTPRF interacting protein alpha 1
ILMN_1797893,3.61E-01,2.27E-01,-1.214688,-5.81685,-0.1418787,157278105,N4BP2L2,NEDD4 binding protein 2 like 2
ILMN_1812312,3.61E-01,2.27E-01,1.214666,-5.81687,0.109581,968121896,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4
ILMN_1672287,3.61E-01,2.27E-01,1.214595,-5.81696,0.1266128,297747372,MYNN,myoneurin
ILMN_3265343,3.61E-01,2.27E-01,1.214573,-5.81698,0.139419,304434703,TMEM35B,transmembrane protein 35B
ILMN_1681998,3.61E-01,2.27E-01,-1.214244,-5.81737,-0.1866851,71773037,AP2B1,adaptor related protein complex 2 beta 1 subunit
ILMN_1795856,3.61E-01,2.27E-01,1.214201,-5.81742,0.1297597,NA,,
ILMN_1658104,3.61E-01,2.28E-01,1.213685,-5.81803,0.2367972,58761533,KBTBD6,kelch repeat and BTB domain containing 6
ILMN_1886655,3.61E-01,2.28E-01,-1.213397,-5.81837,-0.1558336,NA,,
ILMN_2326282,3.61E-01,2.28E-01,-1.21284,-5.81903,-0.1836884,74229024,TMEM259,transmembrane protein 259
ILMN_1772261,3.61E-01,2.28E-01,-1.21274,-5.81915,-0.1047078,224586813,GLG1,golgi glycoprotein 1
ILMN_1807533,3.62E-01,2.28E-01,-1.212429,-5.81952,-0.1370179,116812581,SMG8,"SMG8, nonsense mediated mRNA decay factor"
ILMN_2343624,3.62E-01,2.28E-01,-1.212303,-5.81967,-0.0986612,55956897,METTL13,methyltransferase like 13
ILMN_1733155,3.62E-01,2.28E-01,-1.212051,-5.81997,-0.1960096,146231980,GIT1,GIT ArfGAP 1
ILMN_2101930,3.62E-01,2.28E-01,-1.211942,-5.82009,-0.1284386,187171275,POLG,"DNA polymerase gamma, catalytic subunit"
ILMN_2320513,3.62E-01,2.28E-01,-1.211436,-5.82069,-0.1103027,95147539,APBB3,amyloid beta precursor protein binding family B member 3
ILMN_1790555,3.62E-01,2.28E-01,-1.211223,-5.82094,-0.2018737,100814338,CCDC146,coiled-coil domain containing 146
ILMN_1772677,3.62E-01,2.29E-01,1.210862,-5.82137,0.109383,300069008,CNOT4,CCR4-NOT transcription complex subunit 4
ILMN_1701127,3.62E-01,2.29E-01,1.210752,-5.8215,0.2073091,224586780,CC2D1A,coiled-coil and C2 domain containing 1A
ILMN_1755023,3.63E-01,2.29E-01,1.209488,-5.82299,0.1847185,NA,,
ILMN_1745852,3.63E-01,2.29E-01,-1.209191,-5.82334,-0.1931809,302058276,WDR33,WD repeat domain 33
ILMN_1779376,3.63E-01,2.29E-01,1.208868,-5.82372,0.1031656,225903415,GSK3B,glycogen synthase kinase 3 beta
ILMN_1815051,3.64E-01,2.3E-01,-1.208219,-5.82449,-0.1144584,219283149,API5,apoptosis inhibitor 5
ILMN_1698487,3.64E-01,2.3E-01,-1.208173,-5.82454,-0.151985,452405284,SDHD,succinate dehydrogenase complex subunit D
ILMN_1718907,3.64E-01,2.3E-01,-1.207705,-5.82509,-0.1256025,372266187,TSHZ1,teashirt zinc finger homeobox 1
ILMN_1724070,3.64E-01,2.3E-01,-1.207049,-5.82587,-0.2153411,586597932,MAP3K14,mitogen-activated protein kinase kinase kinase 14
ILMN_1796235,3.65E-01,2.3E-01,-1.20599,-5.82711,-0.1159506,186928846,UTP4,"UTP4, small subunit processome component"
ILMN_1663416,3.65E-01,2.3E-01,-1.205969,-5.82714,-0.0859741,NA,,
ILMN_1765208,3.65E-01,2.31E-01,1.205355,-5.82786,0.2604032,742068539,GLUL,glutamate-ammonia ligase
ILMN_1711617,3.65E-01,2.31E-01,1.204844,-5.82846,0.1068296,666335605,GMFG,glia maturation factor gamma
ILMN_1675656,3.65E-01,2.31E-01,-1.204507,-5.82885,-0.1985508,375151571,PPFIBP2,PPFIA binding protein 2
ILMN_1661342,3.66E-01,2.31E-01,-1.204034,-5.82941,-0.1774657,156671209,SEPT6,septin 6
ILMN_1761594,3.66E-01,2.31E-01,-1.204009,-5.82944,-0.1204331,148596929,FAM35A,family with sequence similarity 35 member A
ILMN_2398039,3.66E-01,2.31E-01,-1.203621,-5.82989,-0.1541404,91208416,TCERG1,transcription elongation regulator 1
ILMN_2219134,3.66E-01,2.31E-01,1.203494,-5.83004,0.0990567,815891094,RPS15,ribosomal protein S15
ILMN_1666019,3.66E-01,2.31E-01,1.203445,-5.8301,0.3049039,542133154,ADNP,activity dependent neuroprotector homeobox
ILMN_1669633,3.66E-01,2.32E-01,-1.203318,-5.83025,-0.1215455,197102773,ACP1,"acid phosphatase 1, soluble"
ILMN_2313730,3.66E-01,2.32E-01,-1.202899,-5.83074,-0.1307537,111494249,RHOC,ras homolog family member C
ILMN_3307887,3.66E-01,2.32E-01,-1.202571,-5.83113,-0.0677989,209969818,PRR14L,proline rich 14 like
ILMN_1803392,3.66E-01,2.32E-01,-1.202493,-5.83122,-0.1549723,325296950,TAX1BP3,Tax1 binding protein 3
ILMN_1797191,3.66E-01,2.32E-01,1.202247,-5.83151,0.1483421,242332495,KIAA0040,KIAA0040
ILMN_2312296,3.66E-01,2.32E-01,-1.202157,-5.83161,-0.089711,193083105,PCBP2,poly(rC) binding protein 2
ILMN_1759008,3.66E-01,2.32E-01,-1.202042,-5.83175,-0.1043115,427197596,ZNF689,zinc finger protein 689
ILMN_2414826,3.67E-01,2.32E-01,-1.201112,-5.83284,-0.1513049,66346673,VPS13A,vacuolar protein sorting 13 homolog A
ILMN_1705310,3.67E-01,2.32E-01,-1.200989,-5.83298,-0.0779641,56118213,VEZF1,vascular endothelial zinc finger 1
ILMN_1657129,3.67E-01,2.32E-01,1.200882,-5.83311,0.1616186,744066861,SKAP2,src kinase associated phosphoprotein 2
ILMN_2042595,3.67E-01,2.32E-01,-1.200852,-5.83314,-0.1218403,134142825,PCM1,pericentriolar material 1
ILMN_1745469,3.67E-01,2.33E-01,1.200302,-5.83378,0.2000778,969812486,SEC24B,"SEC24 homolog B, COPII coat complex component"
ILMN_1691508,3.67E-01,2.33E-01,1.20022,-5.83388,0.2287924,318037604,PLAUR,"plasminogen activator, urokinase receptor"
ILMN_1736068,3.67E-01,2.33E-01,-1.200171,-5.83394,-0.2559553,666637960,CNOT8,CCR4-NOT transcription complex subunit 8
ILMN_1665738,3.67E-01,2.33E-01,-1.20013,-5.83399,-0.2554606,401871074,FLI1,"Fli-1 proto-oncogene, ETS transcription factor"
ILMN_1714417,3.67E-01,2.33E-01,1.20009,-5.83403,0.2346718,156105680,PSEN2,presenilin 2
ILMN_1813423,3.67E-01,2.33E-01,1.199598,-5.83461,0.1242074,952977799,NAA60,"N(alpha)-acetyltransferase 60, NatF catalytic subunit"
ILMN_1742889,3.67E-01,2.33E-01,-1.19938,-5.83486,-0.1255582,951233211,WDR77,WD repeat domain 77
ILMN_3208233,3.67E-01,2.33E-01,1.199233,-5.83504,0.1189117,NA,,
ILMN_1766411,3.67E-01,2.33E-01,-1.199106,-5.83519,-0.1271251,440918683,AP1S2,adaptor related protein complex 1 sigma 2 subunit
ILMN_1726392,3.67E-01,2.33E-01,1.198898,-5.83543,0.1336235,148536868,NIN,ninein
ILMN_1762103,3.68E-01,2.33E-01,1.198469,-5.83593,0.1188873,740922490,WDR48,WD repeat domain 48
ILMN_2214144,3.68E-01,2.33E-01,-1.198263,-5.83617,-0.180957,254750702,TWSG1,twisted gastrulation BMP signaling modulator 1
ILMN_1739199,3.68E-01,2.34E-01,-1.198173,-5.83628,-0.1432007,166091447,WASH3P,WAS protein family homolog 3 pseudogene
ILMN_3251477,3.68E-01,2.34E-01,-1.19796,-5.83652,-0.1235857,558611344,TRMT10B,tRNA methyltransferase 10B
ILMN_1700834,3.68E-01,2.34E-01,1.197775,-5.83674,0.1514165,754169890,SLK,STE20 like kinase
ILMN_1696270,3.69E-01,2.34E-01,1.196273,-5.83849,0.2084239,167857793,PLAG1,PLAG1 zinc finger
ILMN_1723412,3.69E-01,2.34E-01,-1.195696,-5.83917,-0.2328968,42716308,ASCL2,achaete-scute family bHLH transcription factor 2
ILMN_2084353,3.69E-01,2.34E-01,1.195634,-5.83924,0.1288974,333440432,M6PR,"mannose-6-phosphate receptor, cation dependent"
ILMN_1687751,3.69E-01,2.35E-01,1.195313,-5.83961,0.2783492,66933011,BAALC,"brain and acute leukemia, cytoplasmic"
ILMN_2235745,3.69E-01,2.35E-01,1.195253,-5.83968,0.1824547,NA,,
ILMN_1765043,3.69E-01,2.35E-01,1.195031,-5.83994,0.0848888,78214520,RPL38,ribosomal protein L38
ILMN_1722905,3.69E-01,2.35E-01,-1.194864,-5.84014,-0.0908145,1013369510,MRPS11,mitochondrial ribosomal protein S11
ILMN_1782729,3.69E-01,2.35E-01,-1.194489,-5.84057,-0.3690899,359279917,CLECL1,C-type lectin like 1
ILMN_1772703,3.69E-01,2.35E-01,1.194449,-5.84062,0.1566978,157364936,OTUD6B,OTU domain containing 6B
